Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,75605,2023-02-23,-0.134283329,-0.081479302,-0.075265809,21,100
Market-Adjusted Model,75607,2023-02-23,-0.182973269,-0.139815115,-0.12395575,21,100
Market-Adjusted Model,75622,2023-02-23,-0.144537763,-0.089535229,-0.085520244,21,100
Market-Adjusted Model,75623,2023-02-23,-0.053502656,0.0051353212,0.005514863,21,100
Market-Adjusted Model,75642,2023-02-23,-0.04201815,0.0178619405,0.016999369,21,100
Market-Adjusted Model,75649,2023-02-23,-0.070674314,-0.009678414,-0.011656795,21,100
Market-Adjusted Model,75650,2023-02-23,0.0757191622,0.1380274557,0.1347366815,21,100
Market-Adjusted Model,75652,2023-02-23,-0.144169013,-0.087915343,-0.085151494,21,100
Market-Adjusted Model,75654,2023-02-23,-0.115448912,-0.051779693,-0.056431393,21,100
Market-Adjusted Model,75672,2023-02-23,0.28431368,0.3348063416,0.3433311993,21,100
Market-Adjusted Model,75694,2023-02-23,-0.054848842,0.0062353813,0.0041686769,21,100
Market-Adjusted Model,75714,2023-02-23,-0.200000011,-0.15445736,-0.140982492,21,100
Market-Adjusted Model,75754,2023-02-23,-0.193841807,-0.145350785,-0.134824287,21,100
Market-Adjusted Model,75809,2023-02-23,-0.059566776,0.001054215,-0.000549257,21,100
Market-Adjusted Model,75811,2023-02-23,-0.005555552,0.055743795,0.0534619671,21,100
Market-Adjusted Model,75819,2023-02-23,-0.095145661,-0.037890297,-0.036128141,21,100
Market-Adjusted Model,75825,2023-02-23,-0.100015642,-0.038386363,-0.040998122,21,100
Market-Adjusted Model,75828,2023-02-23,-0.030923308,0.0292470667,0.0280942112,21,100
Market-Adjusted Model,75831,2023-02-23,-0.071109851,-0.011182836,-0.012092331,21,100
Market-Adjusted Model,75837,2023-02-23,-0.062346838,-0.004098783,-0.003329319,21,100
Market-Adjusted Model,75840,2023-02-23,-0.033991471,0.0265209322,0.025026048,21,100
Market-Adjusted Model,75844,2023-02-23,-0.029679755,0.0349515629,0.0293377645,21,100
Market-Adjusted Model,75846,2023-02-23,-0.23554607,-0.196350199,-0.176528551,21,100
Market-Adjusted Model,75854,2023-02-23,0.084277168,0.1493218432,0.1432946873,21,100
Market-Adjusted Model,75860,2023-02-23,-0.150943354,-0.08486344,-0.091925834,21,100
Market-Adjusted Model,75885,2023-02-23,-0.013089339,0.0473394481,0.0459281806,21,100
Market-Adjusted Model,75905,2023-02-23,-0.041137343,0.0295745939,0.0178801762,21,100
Market-Adjusted Model,75906,2023-02-23,-0.08538868,-0.027531222,-0.02637116,21,100
Market-Adjusted Model,75912,2023-02-23,-0.108481836,-0.053711356,-0.049464317,21,100
Market-Adjusted Model,75938,2023-02-23,-0.019958035,0.0412408245,0.0390594839,21,100
Market-Adjusted Model,75976,2023-02-23,-0.123589929,-0.066546923,-0.06457241,21,100
Market-Adjusted Model,75985,2023-02-23,0.3117918919,0.3586998687,0.3708094112,21,100
Market-Adjusted Model,76038,2023-02-23,-0.079001237,-0.007369714,-0.019983718,21,100
Market-Adjusted Model,76052,2023-02-23,-0.042124545,0.0232688524,0.0168929745,21,100
Market-Adjusted Model,76076,2023-02-23,0.0202759426,0.0822431036,0.0792934619,21,100
Market-Adjusted Model,76081,2023-02-23,-0.126252851,-0.070060109,-0.067235332,21,100
Market-Adjusted Model,76082,2023-02-23,0.0350371131,0.1005868586,0.0940546324,21,100
Market-Adjusted Model,76083,2023-02-23,-0.052183249,0.0070722921,0.0068342705,21,100
Market-Adjusted Model,76095,2023-02-23,-0.089020488,-0.031843167,-0.030002968,21,100
Market-Adjusted Model,76118,2023-02-23,-0.007611791,0.0343537972,0.0339565263,13,100
Market-Adjusted Model,76119,2023-02-23,0.0116110193,0.0718662172,0.0706285387,21,100
Market-Adjusted Model,76123,2023-02-23,-0.135594957,-0.083316532,-0.076577438,21,100
Market-Adjusted Model,76127,2023-02-23,-0.156565692,-0.097853278,-0.097548173,21,100
Market-Adjusted Model,76128,2023-02-23,-0.376243218,-0.351437974,-0.317225699,21,100
Market-Adjusted Model,76135,2023-02-23,-0.017076014,0.0455981101,0.0419415054,21,100
Market-Adjusted Model,76136,2023-02-23,-0.126171454,-0.071226877,-0.067153935,21,100
Market-Adjusted Model,76185,2023-02-23,-0.053348405,0.0089574534,0.0056691138,21,100
Market-Adjusted Model,76221,2023-02-23,-0.055868142,0.0064198347,0.0031493772,21,100
Market-Adjusted Model,76224,2023-02-23,-0.041434298,0.0183686725,0.017583221,21,100
Market-Adjusted Model,76226,2023-02-23,-0.106638105,-0.041272335,-0.047620586,21,100
Market-Adjusted Model,76230,2023-02-23,-0.165520755,-0.115650461,-0.106503236,21,100
Market-Adjusted Model,76261,2023-02-23,-0.064439387,-0.004776199,-0.005421867,21,100
Market-Adjusted Model,76266,2023-02-23,-0.069229492,-0.010223425,-0.010211972,21,100
Market-Adjusted Model,76273,2023-02-23,0.0289068521,0.0892174575,0.0879243714,21,100
Market-Adjusted Model,76274,2023-02-23,0.1157239073,0.1885351731,0.1747414266,21,100
Market-Adjusted Model,76279,2023-02-23,-0.275862075,-0.243653569,-0.216844556,21,100
Market-Adjusted Model,76282,2023-02-23,0.0591017943,0.1293312242,0.1181193137,21,100
Market-Adjusted Model,76360,2023-02-23,-0.022530351,0.0406631975,0.0364871682,21,100
Market-Adjusted Model,76392,2023-02-23,-0.071358757,-0.011730456,-0.012341238,21,100
Market-Adjusted Model,76398,2023-02-23,-0.050732787,0.0099901681,0.0082847326,21,100
Market-Adjusted Model,76461,2023-02-23,-0.585951927,-0.690456088,-0.526934408,21,100
Market-Adjusted Model,76478,2023-02-23,-0.098763022,-0.039337203,-0.039745503,21,100
Market-Adjusted Model,76504,2023-02-23,-0.138975422,-0.085969724,-0.079957902,21,100
Market-Adjusted Model,76529,2023-02-23,-0.079207246,-0.022147175,-0.020189726,21,100
Market-Adjusted Model,76558,2023-02-23,-0.065750881,-0.006934658,-0.006733362,21,100
Market-Adjusted Model,76572,2023-02-23,-0.05786295,0.000594404,0.0011545696,21,100
Market-Adjusted Model,76573,2023-02-23,-0.018225104,0.0434952186,0.0407924152,21,100
Market-Adjusted Model,76582,2023-02-23,-0.120750428,-0.065092859,-0.061732909,21,100
Market-Adjusted Model,76591,2023-02-23,-0.040337785,0.0223008801,0.0186797342,21,100
Market-Adjusted Model,76592,2023-02-23,-0.00921899,0.0515029237,0.0497985292,21,100
Market-Adjusted Model,76605,2023-02-23,0.0009835015,0.062699382,0.0600010208,21,100
Market-Adjusted Model,76614,2023-02-23,-0.03401564,0.0272232777,0.0250018795,21,100
Market-Adjusted Model,76644,2023-02-23,0.0271009776,0.0940289134,0.0861184969,21,100
Market-Adjusted Model,76655,2023-02-23,-0.042311913,0.0176437184,0.0167056063,21,100
Market-Adjusted Model,76661,2023-02-23,-0.15157439,-0.101215686,-0.092556871,21,100
Market-Adjusted Model,76672,2023-02-23,0.1090313418,0.1743181346,0.1680488611,21,100
Market-Adjusted Model,76684,2023-02-23,-0.194647004,-0.151289918,-0.135629484,21,100
Market-Adjusted Model,76686,2023-02-23,-0.23970037,-0.197399207,-0.180682851,21,100
Market-Adjusted Model,76708,2023-02-23,-0.028190258,0.0335152932,0.0308272615,21,100
Market-Adjusted Model,76709,2023-02-23,-0.069728953,-0.009026469,-0.010711434,21,100
Market-Adjusted Model,76711,2023-02-23,-0.309090914,-0.294220499,-0.250073395,21,100
Market-Adjusted Model,76712,2023-02-23,-0.08062071,-0.022438476,-0.021603191,21,100
Market-Adjusted Model,76721,2023-02-23,-0.05315122,0.0074911242,0.005866299,21,100
Market-Adjusted Model,76732,2023-02-23,-0.145492495,-0.091458152,-0.086474976,21,100
Market-Adjusted Model,76736,2023-02-23,-0.010301719,0.0517586173,0.0487158002,21,100
Market-Adjusted Model,76744,2023-02-23,-0.070201604,-0.010797862,-0.011184085,21,100
Market-Adjusted Model,76750,2023-02-23,-0.042689998,0.0183573886,0.0163275213,21,100
Market-Adjusted Model,76752,2023-02-23,-0.014520109,0.0458230672,0.0444974104,21,100
Market-Adjusted Model,76795,2023-02-23,-0.103397224,-0.044620803,-0.044379705,21,100
Market-Adjusted Model,76798,2023-02-23,-0.038588695,0.0225891375,0.0204288239,21,100
Market-Adjusted Model,76804,2023-02-23,-0.041060983,0.0193118768,0.0179565366,21,100
Market-Adjusted Model,76837,2023-02-23,-0.067336775,-0.007855559,-0.008319255,21,100
Market-Adjusted Model,76838,2023-02-23,-0.05679508,0.0047038331,0.0022224394,21,100
Market-Adjusted Model,76839,2023-02-23,0.04417406,0.1055781128,0.1031915793,21,100
Market-Adjusted Model,76841,2023-02-23,-0.111313194,-0.055813336,-0.052295674,21,100
Market-Adjusted Model,76856,2023-02-23,-0.017507001,0.0441771538,0.0415105183,21,100
Market-Adjusted Model,76868,2023-02-23,0.1886767724,0.241348055,0.2476942917,21,100
Market-Adjusted Model,76869,2023-02-23,-0.067567586,-0.007871574,-0.008550067,21,100
Market-Adjusted Model,76892,2023-02-23,-0.088604599,-0.030439227,-0.02958708,21,100
Market-Adjusted Model,76908,2023-02-23,-0.147228575,-0.041474056,-0.088211056,21,100
Market-Adjusted Model,76927,2023-02-23,0.098977954,0.159807789,0.1579954733,21,100
Market-Adjusted Model,76928,2023-02-23,-0.077678563,-0.018332764,-0.018661044,21,100
Market-Adjusted Model,76932,2023-02-23,-0.052151479,0.0080964876,0.0068660402,21,100
Market-Adjusted Model,76934,2023-02-23,-0.005440614,0.0597124092,0.0535769051,21,100
Market-Adjusted Model,76946,2023-02-23,-0.014954307,0.0494070412,0.0440632124,21,100
Market-Adjusted Model,76948,2023-02-23,-0.146067433,-0.091126376,-0.087049914,21,100
Market-Adjusted Model,76963,2023-02-23,-0.302186911,-0.283296899,-0.243169392,21,100
Market-Adjusted Model,77007,2023-02-23,-0.19756835,-0.145375424,-0.138550831,21,100
Market-Adjusted Model,77037,2023-02-23,-0.061049046,-7.2718E-6,-0.002031527,21,100
Market-Adjusted Model,77057,2023-02-23,-0.078001766,-0.017330129,-0.018984246,21,100
Market-Adjusted Model,77071,2023-02-23,-0.058130723,0.0003339148,0.0008867961,21,100
Market-Adjusted Model,77078,2023-02-23,-0.013434734,0.0483722104,0.0455827857,21,100
Market-Adjusted Model,77090,2023-02-23,-0.143909117,-0.081012375,-0.084891598,21,100
Market-Adjusted Model,77114,2023-02-23,-0.153891739,-0.101635592,-0.09487422,21,100
Market-Adjusted Model,77117,2023-02-23,-0.064013855,-0.002123538,-0.004996336,21,100
Market-Adjusted Model,77120,2023-02-23,-0.016008779,0.0454001907,0.0430087406,21,100
Market-Adjusted Model,77124,2023-02-23,-0.027655094,0.0321163631,0.0313624258,21,100
Market-Adjusted Model,77129,2023-02-23,-0.114258969,-0.058622197,-0.05524145,21,100
Market-Adjusted Model,77131,2023-02-23,-0.063623333,-0.005346746,-0.004605813,21,100
Market-Adjusted Model,77152,2023-02-23,-0.029106791,0.0307134624,0.0299107279,21,100
Market-Adjusted Model,77157,2023-02-23,-0.015246645,0.0472102869,0.0437708743,21,100
Market-Adjusted Model,77165,2023-02-23,-0.018452566,0.0431469453,0.0405649531,21,100
Market-Adjusted Model,77175,2023-02-23,-0.184170483,-0.122705162,-0.125152964,21,100
Market-Adjusted Model,77178,2023-02-23,-0.136859962,-0.084196132,-0.077842443,21,100
Market-Adjusted Model,77182,2023-02-23,0.0033698193,0.0661764147,0.0623873386,21,100
Market-Adjusted Model,77191,2023-02-23,-0.093700699,-0.037193298,-0.03468318,21,100
Market-Adjusted Model,77202,2023-02-23,-0.137142858,-0.082386494,-0.078125339,21,100
Market-Adjusted Model,77217,2023-02-23,0.0152670798,0.0765048472,0.0742845991,21,100
Market-Adjusted Model,77235,2023-02-23,-0.009118226,0.0525454268,0.0498992931,21,100
Market-Adjusted Model,77236,2023-02-23,-0.183934874,-0.133685962,-0.124917355,21,100
Market-Adjusted Model,77239,2023-02-23,-0.08050689,-0.022257636,-0.02148937,21,100
Market-Adjusted Model,77274,2023-02-23,-0.082510235,-0.02479294,-0.023492716,21,100
Market-Adjusted Model,77300,2023-02-23,-0.051416507,0.0153572134,0.0076010126,21,100
Market-Adjusted Model,77309,2023-02-23,-0.065205835,-0.006968266,-0.006188316,21,100
Market-Adjusted Model,77316,2023-02-23,-0.050591752,0.0083270668,0.0084257673,21,100
Market-Adjusted Model,77338,2023-02-23,-0.027039469,0.0334725357,0.0319780506,21,100
Market-Adjusted Model,77354,2023-02-23,-0.037037044,0.024444287,0.0219804757,21,100
Market-Adjusted Model,77357,2023-02-23,-0.013169695,0.0503520392,0.0458478244,21,100
Market-Adjusted Model,77366,2023-02-23,-0.073939391,-0.014725363,-0.014921872,21,100
Market-Adjusted Model,77369,2023-02-23,-0.392464558,-0.400504806,-0.333447039,21,100
Market-Adjusted Model,77377,2023-02-23,-0.016029921,0.044504432,0.0429875986,21,100
Market-Adjusted Model,77379,2023-02-23,-0.098697308,-0.042496872,-0.039679788,21,100
Market-Adjusted Model,77393,2023-02-23,0.0138888724,0.0862413597,0.0729063917,21,100
Market-Adjusted Model,77415,2023-02-23,-0.09209531,-0.03435679,-0.03307779,21,100
Market-Adjusted Model,77437,2023-02-23,-0.308139516,-0.282640704,-0.249121996,21,100
Market-Adjusted Model,77447,2023-02-23,-0.184239616,-0.13962336,-0.125222097,21,100
Market-Adjusted Model,77453,2023-02-23,0.0486286691,0.1142789661,0.1076461884,21,100
Market-Adjusted Model,77458,2023-02-23,-0.013583733,0.046640495,0.0454337859,21,100
Market-Adjusted Model,77460,2023-02-23,-0.025572834,0.0344683699,0.0334446853,21,100
Market-Adjusted Model,77462,2023-02-23,-0.14672782,-0.085615663,-0.087710301,21,100
Market-Adjusted Model,77469,2023-02-23,-0.04730337,0.0116478134,0.011714149,21,100
Market-Adjusted Model,77470,2023-02-23,-0.049382169,0.009696737,0.0096353504,21,100
Market-Adjusted Model,77488,2023-02-23,-0.011700438,0.0489356961,0.0473170816,21,100
Market-Adjusted Model,77496,2023-02-23,-0.188532604,-0.142300113,-0.129515084,21,100
Market-Adjusted Model,77505,2023-02-23,0.3023041131,0.3469470996,0.3613216324,21,100
Market-Adjusted Model,77515,2023-02-23,-0.214285683,-0.172787015,-0.155268163,21,100
Market-Adjusted Model,77519,2023-02-23,-0.049045607,0.0106547584,0.0099719121,21,100
Market-Adjusted Model,77520,2023-02-23,0.0219504655,0.0835543251,0.0809679848,21,100
Market-Adjusted Model,77526,2023-02-23,-0.167456523,-0.120009949,-0.108439003,21,100
Market-Adjusted Model,77528,2023-02-23,-0.086131507,-0.027546237,-0.027113988,21,100
Market-Adjusted Model,77548,2023-02-23,-0.043640883,0.0156358856,0.0153766362,21,100
Market-Adjusted Model,77569,2023-02-23,-0.230578849,-0.194986054,-0.171561329,21,100
Market-Adjusted Model,77570,2023-02-23,-0.10119046,-0.036147255,-0.042172941,21,100
Market-Adjusted Model,77573,2023-02-23,-0.05294835,0.0064049413,0.0060691696,21,100
Market-Adjusted Model,77584,2023-02-23,-0.15899678,-0.107287739,-0.099979261,21,100
Market-Adjusted Model,77591,2023-02-23,-0.051973098,0.0072186929,0.0070444211,21,100
Market-Adjusted Model,77595,2023-02-23,-0.020310384,0.042782742,0.0387071352,21,100
Market-Adjusted Model,77605,2023-02-23,-0.02141815,0.0388561991,0.0375993697,21,100
Market-Adjusted Model,77606,2023-02-23,-0.240520976,-0.206150349,-0.181503457,21,100
Market-Adjusted Model,77610,2023-02-23,0.0301768564,0.0937290904,0.0891943757,21,100
Market-Adjusted Model,77624,2023-02-23,-0.56065571,-0.663733451,-0.501638191,21,100
Market-Adjusted Model,77629,2023-02-23,-0.055236533,0.0065486763,0.0037809866,21,100
Market-Adjusted Model,77637,2023-02-23,-0.040958424,0.0200634369,0.0180590956,21,100
Market-Adjusted Model,77638,2023-02-23,-0.058953737,-0.000251202,0.0000637826,21,100
Market-Adjusted Model,77643,2023-02-23,-0.131300538,-0.076260335,-0.072283018,21,100
Market-Adjusted Model,77649,2023-02-23,-0.156828378,-0.102289362,-0.097810859,21,100
Market-Adjusted Model,77659,2023-02-23,-0.591362116,-0.789181952,-0.532344597,21,100
Market-Adjusted Model,77660,2023-02-23,-0.155077226,-0.102657342,-0.096059707,21,100
Market-Adjusted Model,77661,2023-02-23,-0.045349367,0.0167419593,0.0136681523,21,100
Market-Adjusted Model,77679,2023-02-23,-0.244879197,-0.213812192,-0.185861678,21,100
Market-Adjusted Model,77692,2023-02-23,-0.123790319,-0.070414378,-0.0647728,21,100
Market-Adjusted Model,77693,2023-02-23,-0.016691804,0.0441173609,0.0423257153,21,100
Market-Adjusted Model,77699,2023-02-23,-0.127272725,-0.060778658,-0.068255206,21,100
Market-Adjusted Model,77702,2023-02-23,-0.056388772,0.0032017903,0.0026287476,21,100
Market-Adjusted Model,77730,2023-02-23,-0.053785454,0.0057338743,0.005232065,21,100
Market-Adjusted Model,77735,2023-02-23,-0.062273129,0.0009494424,-0.00325561,21,100
Market-Adjusted Model,77776,2023-02-23,-0.157534256,-0.108574374,-0.098516737,21,100
Market-Adjusted Model,77780,2023-02-23,-0.085032394,-0.027256041,-0.026014874,21,100
Market-Adjusted Model,77785,2023-02-23,0.1154048532,0.1803049277,0.1744223725,21,100
Market-Adjusted Model,77790,2023-02-23,-0.081081133,-0.016062845,-0.022063614,21,100
Market-Adjusted Model,77806,2023-02-23,-0.05706092,0.0017805451,0.0019565997,21,100
Market-Adjusted Model,77818,2023-02-23,-0.049627394,0.0095349769,0.0093901251,21,100
Market-Adjusted Model,77857,2023-02-23,0.0089637827,0.0702968222,0.067981302,21,100
Market-Adjusted Model,77860,2023-02-23,0.0033046129,0.0648172321,0.0623221322,21,100
Market-Adjusted Model,77878,2023-02-23,-0.05567689,0.00440964,0.0033406298,21,100
Market-Adjusted Model,77889,2023-02-23,0.0057143171,0.0669810609,0.0647318364,21,100
Market-Adjusted Model,77895,2023-02-23,-0.083333325,-0.023206598,-0.024315806,21,100
Market-Adjusted Model,77902,2023-02-23,-0.080910596,-0.019675212,-0.021893077,21,100
Market-Adjusted Model,77910,2023-02-23,-0.01038953,0.0501798681,0.0486279897,21,100
Market-Adjusted Model,77917,2023-02-23,-0.108385783,-0.051518606,-0.049368264,21,100
Market-Adjusted Model,77918,2023-02-23,-0.023370908,0.0380817097,0.0356466111,21,100
Market-Adjusted Model,77920,2023-02-23,0.072438141,0.1357887425,0.1314556604,21,100
Market-Adjusted Model,77925,2023-02-23,-0.056763648,0.0018719052,0.0022538711,21,100
Market-Adjusted Model,77928,2023-02-23,0.0609675346,0.1212507648,0.1199850539,21,100
Market-Adjusted Model,77973,2023-02-23,-0.236845828,-0.140891118,-0.177828309,21,100
Market-Adjusted Model,78002,2023-02-23,-0.110818193,-0.03983195,-0.051800673,21,100
Market-Adjusted Model,78003,2023-02-23,0.2390727436,0.3088588132,0.2980902629,21,100
Market-Adjusted Model,78015,2023-02-23,-0.059200231,0.001137705,-0.000182711,21,100
Market-Adjusted Model,78018,2023-02-23,-0.106956488,-0.035414458,-0.047938969,21,100
Market-Adjusted Model,78034,2023-02-23,-0.112549843,-0.056994282,-0.053532324,21,100
Market-Adjusted Model,78038,2023-02-23,-0.011282683,0.0512126098,0.0477348362,21,100
Market-Adjusted Model,78044,2023-02-23,0.0402685275,0.1075932097,0.0992860468,21,100
Market-Adjusted Model,78045,2023-02-23,-0.166159294,-0.105005001,-0.107141774,21,100
Market-Adjusted Model,78054,2023-02-23,0.0084033536,0.0200233536,0.0200233536,1,100
Market-Adjusted Model,78059,2023-02-23,-0.067620829,-0.009757235,-0.00860331,21,100
Market-Adjusted Model,78061,2023-02-23,-0.024748559,0.035311822,0.0342689605,21,100
Market-Adjusted Model,78066,2023-02-23,0.0237500387,0.1151150739,0.082767558,21,100
Market-Adjusted Model,78071,2023-02-23,-0.229525493,-0.182810809,-0.170507973,21,100
Market-Adjusted Model,78077,2023-02-23,0.0140497741,0.0780013703,0.0730672934,21,100
Market-Adjusted Model,78081,2023-02-23,-0.007845835,0.0595390651,0.0511716845,21,100
Market-Adjusted Model,78091,2023-02-23,-0.121632674,-0.064810512,-0.062615154,21,100
Market-Adjusted Model,78107,2023-02-23,-0.065284749,-0.007238133,-0.00626723,21,100
Market-Adjusted Model,78170,2023-02-23,-0.124583278,-0.066440649,-0.065565759,21,100
Market-Adjusted Model,78189,2023-02-23,0.2198346913,0.2785126325,0.2788522106,21,100
Market-Adjusted Model,78211,2023-02-23,0.4964275171,0.5055119951,0.5554450364,21,100
Market-Adjusted Model,78213,2023-02-23,-0.002433149,0.0603403239,0.0565843701,21,100
Market-Adjusted Model,78223,2023-02-23,-0.140922524,-0.087498684,-0.081905005,21,100
Market-Adjusted Model,78236,2023-02-23,-0.134993428,-0.074573875,-0.075975908,21,100
Market-Adjusted Model,78405,2023-02-23,-0.085341419,-0.028380668,-0.026323899,21,100
Market-Adjusted Model,78418,2023-02-23,0.016688071,0.0856237503,0.0757055903,21,100
Market-Adjusted Model,78447,2023-02-23,1.8881312E-9,0.0625587696,0.0590175212,21,100
Market-Adjusted Model,78451,2023-02-23,-0.118892044,-0.061923945,-0.059874524,21,100
Market-Adjusted Model,78629,2023-02-23,0.0086655406,0.0757560754,0.0676830599,21,100
Market-Adjusted Model,78664,2023-02-23,-0.105400627,-0.029471318,-0.046383108,21,100
Market-Adjusted Model,78690,2023-02-23,0.0271941023,0.1091037145,0.0862116216,21,100
Market-Adjusted Model,78693,2023-02-23,-0.154684126,-0.096652768,-0.095666607,21,100
Market-Adjusted Model,78705,2023-02-23,-0.091569789,0.0752267994,-0.032552269,21,100
Market-Adjusted Model,78749,2023-02-23,-0.150284353,-0.091827305,-0.091266834,21,100
Market-Adjusted Model,78756,2023-02-23,-0.166366858,-0.117617339,-0.107349339,21,100
Market-Adjusted Model,78759,2023-02-23,-0.143349118,-0.091861593,-0.084331598,21,100
Market-Adjusted Model,78763,2023-02-23,-0.039974622,0.0208300108,0.0190428976,21,100
Market-Adjusted Model,78829,2023-02-23,-0.128534118,-0.074266051,-0.069516598,21,100
Market-Adjusted Model,78840,2023-02-23,-0.079173489,-0.015827451,-0.020155969,21,100
Market-Adjusted Model,78841,2023-02-23,0.0106609195,0.0816428507,0.0696784388,21,100
Market-Adjusted Model,78854,2023-02-23,-0.0549266,0.0042026381,0.004090919,21,100
Market-Adjusted Model,78875,2023-02-23,-0.187002673,-0.135250346,-0.127985154,21,100
Market-Adjusted Model,78876,2023-02-23,-0.115744041,-0.052663189,-0.056726522,21,100
Market-Adjusted Model,78900,2023-02-23,0.0239232416,0.0867799929,0.0829407609,21,100
Market-Adjusted Model,78903,2023-02-23,-0.054071859,0.0060645379,0.0049456607,21,100
Market-Adjusted Model,78908,2023-02-23,-0.15677906,-0.106777159,-0.097761541,21,100
Market-Adjusted Model,78915,2023-02-23,-0.614090021,-0.805790433,-0.555072502,21,100
Market-Adjusted Model,78927,2023-02-23,-0.07815922,-0.018801073,-0.019141701,21,100
Market-Adjusted Model,78936,2023-02-23,-0.076081149,-0.018230672,-0.01706363,21,100
Market-Adjusted Model,78943,2023-02-23,-0.067541521,-0.009399851,-0.008524001,21,100
Market-Adjusted Model,78947,2023-02-23,-0.101227468,-0.045411583,-0.042209949,21,100
Market-Adjusted Model,78950,2023-02-23,0.1214294852,0.1815895653,0.1804470045,21,100
Market-Adjusted Model,78955,2023-02-23,-0.048836438,0.0132378693,0.0101810816,21,100
Market-Adjusted Model,78960,2023-02-23,-0.03843347,0.0269425247,0.0205840489,21,100
Market-Adjusted Model,78963,2023-02-23,0.110091818,0.1818490547,0.1691093373,21,100
Market-Adjusted Model,78971,2023-02-23,0.0432432005,0.1061743017,0.1022607198,21,100
Market-Adjusted Model,78975,2023-02-23,-0.053990287,0.0071314994,0.0050272323,21,100
Market-Adjusted Model,78981,2023-02-23,-0.035441283,0.0246997752,0.0235762362,21,100
Market-Adjusted Model,78985,2023-02-23,0.0298507181,0.0915314798,0.0888682374,21,100
Market-Adjusted Model,78987,2023-02-23,-0.033541811,0.0284384366,0.025475708,21,100
Market-Adjusted Model,78988,2023-02-23,-0.008032121,0.0538536712,0.0509853985,21,100
Market-Adjusted Model,79007,2023-02-23,-0.05276291,0.0110977145,0.0062546093,21,100
Market-Adjusted Model,79013,2023-02-23,-0.132258078,-0.079107284,-0.073240558,21,100
Market-Adjusted Model,79019,2023-02-23,0.0096024208,0.0705699843,0.0686199401,21,100
Market-Adjusted Model,79022,2023-02-23,-0.470338966,-0.519294565,-0.411321447,21,100
Market-Adjusted Model,79026,2023-02-23,-0.043588648,0.0160725997,0.0154288717,21,100
Market-Adjusted Model,79033,2023-02-23,-0.016397501,0.0439897907,0.0426200178,21,100
Market-Adjusted Model,79036,2023-02-23,-0.072788287,-0.013625828,-0.013770767,21,100
Market-Adjusted Model,79037,2023-02-23,-0.010378349,0.0513188028,0.0486391702,21,100
Market-Adjusted Model,79039,2023-02-23,-0.139957315,-0.088288701,-0.080939796,21,100
Market-Adjusted Model,79049,2023-02-23,-0.05862305,-0.000344866,0.0003944697,21,100
Market-Adjusted Model,79052,2023-02-23,-0.081063949,-0.024475449,-0.02204643,21,100
Market-Adjusted Model,79057,2023-02-23,-0.075668133,-0.018104394,-0.016650614,21,100
Market-Adjusted Model,79066,2023-02-23,-0.171102931,-0.108573292,-0.112085411,21,100
Market-Adjusted Model,79072,2023-02-23,-0.019788324,0.041255006,0.0392291952,21,100
Market-Adjusted Model,79089,2023-02-23,-0.322283578,-0.301903372,-0.263266058,21,100
Market-Adjusted Model,79094,2023-02-23,0.0001085965,0.0608935925,0.0591261159,21,100
Market-Adjusted Model,79103,2023-02-23,0.0265785837,0.0885497587,0.085596103,21,100
Market-Adjusted Model,79108,2023-02-23,-0.051820034,0.0089526015,0.0071974851,21,100
Market-Adjusted Model,79116,2023-02-23,-0.11658333,-0.061332728,-0.057565811,21,100
Market-Adjusted Model,79122,2023-02-23,-0.219178083,-0.170667945,-0.160160564,21,100
Market-Adjusted Model,79133,2023-02-23,0.0212139859,0.0832892677,0.0802315052,21,100
Market-Adjusted Model,79139,2023-02-23,-0.03886647,0.0208422952,0.0201510498,21,100
Market-Adjusted Model,79145,2023-02-23,-0.077827349,-0.016567202,-0.018809829,21,100
Market-Adjusted Model,79150,2023-02-23,-0.150568202,-0.089490836,-0.091550683,21,100
Market-Adjusted Model,79166,2023-02-23,-0.107628042,-0.051624965,-0.048610522,21,100
Market-Adjusted Model,79198,2023-02-23,-0.190476195,-0.124259195,-0.131458676,21,100
Market-Adjusted Model,79210,2023-02-23,-0.064381971,-0.005423552,-0.005364451,21,100
Market-Adjusted Model,79213,2023-02-23,-0.242668645,-0.201517023,-0.183651126,21,100
Market-Adjusted Model,79222,2023-02-23,-0.030528926,0.0290779165,0.0284885931,21,100
Market-Adjusted Model,79229,2023-02-23,-0.0086651,0.0522529309,0.0503524191,21,100
Market-Adjusted Model,79235,2023-02-23,-0.11032258,-0.054096847,-0.051305061,21,100
Market-Adjusted Model,79236,2023-02-23,-0.044484532,0.014643113,0.0145329871,21,100
Market-Adjusted Model,79237,2023-02-23,-0.096336506,-0.024413788,-0.037318987,21,100
Market-Adjusted Model,79238,2023-02-23,-0.032446739,0.0295047504,0.0265707806,21,100
Market-Adjusted Model,79248,2023-02-23,-0.160625236,-0.109336273,-0.101607716,21,100
Market-Adjusted Model,79249,2023-02-23,-0.070949338,-0.010507489,-0.011931818,21,100
Market-Adjusted Model,79280,2023-02-23,0.000879765,0.0648974926,0.0598972843,21,100
Market-Adjusted Model,79299,2023-02-23,-0.130902422,-0.072807326,-0.071884903,21,100
Market-Adjusted Model,79322,2023-02-23,-0.140694034,-0.080859269,-0.081676514,21,100
