Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,13650,2023-02-23,0.0096852194,0.0734307821,0.0687027387,21,100
Market-Adjusted Model,13652,2023-02-23,-0.20503687,-0.152496347,-0.146019351,21,100
Market-Adjusted Model,13657,2023-02-23,-0.003619374,0.0561743806,0.0553981456,21,100
Market-Adjusted Model,13679,2023-02-23,-0.027599459,0.0323295785,0.0314180605,21,100
Market-Adjusted Model,13680,2023-02-23,-0.082846886,-0.01864527,-0.023829367,21,100
Market-Adjusted Model,13681,2023-02-23,0.0581900501,0.1201393541,0.1172075694,21,100
Market-Adjusted Model,13684,2023-02-23,-0.121468924,-0.065566148,-0.062451404,21,100
Market-Adjusted Model,13685,2023-02-23,-0.023741464,0.0368939048,0.0352760549,21,100
Market-Adjusted Model,13686,2023-02-23,-0.001169991,0.0586813956,0.0578475283,21,100
Market-Adjusted Model,13687,2023-02-23,-0.163320328,-0.112259643,-0.104302809,21,100
Market-Adjusted Model,13688,2023-02-23,0.0326086492,0.094230753,0.0916261685,21,100
Market-Adjusted Model,13692,2023-02-23,-0.020508964,0.0420249292,0.038508555,21,100
Market-Adjusted Model,13693,2023-02-23,-0.148447887,-0.08523661,-0.089430368,21,100
Market-Adjusted Model,13694,2023-02-23,-0.074862291,-0.017542801,-0.015844772,21,100
Market-Adjusted Model,13698,2023-02-23,0.0520000439,0.1129703425,0.1110175632,21,100
Market-Adjusted Model,13700,2023-02-23,-0.091954009,-0.012399042,-0.032936489,21,100
Market-Adjusted Model,13701,2023-02-23,-0.225222754,-0.186523709,-0.166205234,21,100
Market-Adjusted Model,13704,2023-02-23,0.4860197299,0.492619394,0.5450372493,21,100
Market-Adjusted Model,13706,2023-02-23,-0.123000256,-0.062766961,-0.063982737,21,100
Market-Adjusted Model,13707,2023-02-23,-0.12203388,-0.061071136,-0.063016361,21,100
Market-Adjusted Model,13712,2023-02-23,0.1195219258,0.5082970067,0.1785394451,21,100
Market-Adjusted Model,13714,2023-02-23,0.0114416921,0.073915122,0.0704592114,21,100
Market-Adjusted Model,13721,2023-02-23,0.0152267228,0.0765358446,0.0742442421,21,100
Market-Adjusted Model,13724,2023-02-23,-0.055782028,0.0031470037,0.0032354908,21,100
Market-Adjusted Model,13727,2023-02-23,-0.060646396,-0.001742919,-0.001628877,21,100
Market-Adjusted Model,13728,2023-02-23,-0.062444572,-0.0037617,-0.003427053,21,100
Market-Adjusted Model,13729,2023-02-23,-0.022440226,0.0377286862,0.0365772937,21,100
Market-Adjusted Model,13730,2023-02-23,0.1022806404,0.1711783915,0.1612981597,21,100
Market-Adjusted Model,13731,2023-02-23,-0.055490403,0.003016618,0.0035271161,21,100
Market-Adjusted Model,13732,2023-02-23,-0.048281758,0.0109304111,0.010735761,21,100
Market-Adjusted Model,13737,2023-02-23,-0.113236386,-0.057223682,-0.054218866,21,100
Market-Adjusted Model,13738,2023-02-23,-0.031938288,0.0300476391,0.0270792309,21,100
Market-Adjusted Model,13739,2023-02-23,0.0595022558,0.1288319917,0.1185197751,21,100
Market-Adjusted Model,13743,2023-02-23,-0.216053484,-0.167572135,-0.157035964,21,100
Market-Adjusted Model,13748,2023-02-23,0.0494791385,0.1108535015,0.1084966578,21,100
Market-Adjusted Model,13749,2023-02-23,-0.002347379,0.0595588145,0.0566701399,21,100
Market-Adjusted Model,13750,2023-02-23,-0.340140842,-0.340569382,-0.281123323,21,100
Market-Adjusted Model,13751,2023-02-23,-0.259087762,-0.21794451,-0.200070243,21,100
Market-Adjusted Model,13755,2023-02-23,-0.334797869,-0.306464048,-0.27578035,21,100
Market-Adjusted Model,13756,2023-02-23,-0.10387218,-0.046213482,-0.04485466,21,100
Market-Adjusted Model,13757,2023-02-23,-0.043404349,0.0210764947,0.0156131703,21,100
Market-Adjusted Model,13760,2023-02-23,-0.177345512,-0.12088728,-0.118327993,21,100
Market-Adjusted Model,13763,2023-02-23,-0.082012971,-0.023724479,-0.022995451,21,100
Market-Adjusted Model,13764,2023-02-23,-0.036040564,0.0234224221,0.0229769556,21,100
Market-Adjusted Model,13765,2023-02-23,-0.002510445,0.0578399598,0.0565070744,21,100
Market-Adjusted Model,13766,2023-02-23,-0.135904102,-0.078801361,-0.076886583,21,100
Market-Adjusted Model,13769,2023-02-23,-0.041139267,0.0378518702,0.0178782518,21,100
Market-Adjusted Model,13771,2023-02-23,-0.034955389,0.0244882321,0.0240621307,21,100
Market-Adjusted Model,13772,2023-02-23,-0.05202309,0.0080927008,0.0069944298,21,100
Market-Adjusted Model,13774,2023-02-23,-0.011932181,0.0479548002,0.0470853385,21,100
Market-Adjusted Model,13775,2023-02-23,-0.1218085,-0.066905514,-0.062790981,21,100
Market-Adjusted Model,13777,2023-02-23,-0.10818806,-0.048787818,-0.049170541,21,100
Market-Adjusted Model,13779,2023-02-23,-0.076569034,-0.01875743,-0.017551515,21,100
Market-Adjusted Model,13780,2023-02-23,-0.059999988,-0.001325033,-0.000982469,21,100
Market-Adjusted Model,13781,2023-02-23,-0.04632484,0.0129646701,0.0126926789,21,100
Market-Adjusted Model,13782,2023-02-23,-0.066506319,-0.008170223,-0.007488799,21,100
Market-Adjusted Model,13783,2023-02-23,-0.226145037,-0.189437211,-0.167127517,21,100
Market-Adjusted Model,13786,2023-02-23,-0.068155525,-0.009285773,-0.009138006,21,100
Market-Adjusted Model,13787,2023-02-23,-0.196844533,-0.150101737,-0.137827014,21,100
Market-Adjusted Model,13788,2023-02-23,0.0115962919,0.074738332,0.0706138112,21,100
Market-Adjusted Model,13795,2023-02-23,-0.032026874,0.0275063002,0.0269906449,21,100
Market-Adjusted Model,13796,2023-02-23,-0.036902242,0.031879705,0.022115277,21,100
Market-Adjusted Model,13797,2023-02-23,-0.173371334,-0.124652397,-0.114353814,21,100
Market-Adjusted Model,13798,2023-02-23,8.694874E-10,0.0681704892,0.0590175202,21,100
Market-Adjusted Model,13801,2023-02-23,-0.004368249,0.0554104366,0.0546492703,21,100
Market-Adjusted Model,13802,2023-02-23,-0.137985844,-0.084990322,-0.078968325,21,100
Market-Adjusted Model,13808,2023-02-23,-0.008071254,0.0519296436,0.0509462655,21,100
Market-Adjusted Model,13809,2023-02-23,-0.086206916,-0.02693136,-0.027189397,21,100
Market-Adjusted Model,13810,2023-02-23,-0.082446491,-0.025402356,-0.023428971,21,100
Market-Adjusted Model,13812,2023-02-23,-0.193798451,-0.139452831,-0.134780932,21,100
Market-Adjusted Model,13816,2023-02-23,-0.205341852,-0.157373924,-0.146324333,21,100
Market-Adjusted Model,13817,2023-02-23,-0.060776423,-0.001150187,-0.001758904,21,100
Market-Adjusted Model,13820,2023-02-23,-0.085499317,-0.024252102,-0.026481798,21,100
Market-Adjusted Model,13825,2023-02-23,-0.147096514,-0.095247857,-0.088078995,21,100
Market-Adjusted Model,13828,2023-02-23,-0.503636345,-0.363443079,-0.444618826,21,100
Market-Adjusted Model,13833,2023-02-23,-0.240442607,-0.193334146,-0.181425087,21,100
Market-Adjusted Model,13834,2023-02-23,-0.038755126,0.0306666433,0.0202623938,21,100
Market-Adjusted Model,13835,2023-02-23,-0.046316711,0.0140936878,0.0127008081,21,100
Market-Adjusted Model,13836,2023-02-23,-0.02607407,0.0338226198,0.0329434492,21,100
Market-Adjusted Model,13837,2023-02-23,-0.043761473,0.0178410497,0.0152560459,21,100
Market-Adjusted Model,13838,2023-02-23,-0.034829145,0.0249451984,0.0241883745,21,100
Market-Adjusted Model,13839,2023-02-23,-0.039009135,0.0208999583,0.0200083845,21,100
Market-Adjusted Model,13840,2023-02-23,-0.033692723,0.0260996307,0.0253247966,21,100
Market-Adjusted Model,13842,2023-02-23,-0.088385621,-0.022181282,-0.029368102,21,100
Market-Adjusted Model,13843,2023-02-23,-0.204625861,-0.162200257,-0.145608342,21,100
Market-Adjusted Model,13844,2023-02-23,-0.062499935,0.0104085518,-0.003482415,21,100
Market-Adjusted Model,13847,2023-02-23,-0.069895943,-0.011390518,-0.010878424,21,100
Market-Adjusted Model,13850,2023-02-23,-0.063831978,-0.005172075,-0.004814459,21,100
Market-Adjusted Model,13851,2023-02-23,-0.038813923,0.0208605286,0.0202035959,21,100
Market-Adjusted Model,13852,2023-02-23,0.0037570638,0.0635131561,0.0627745831,21,100
Market-Adjusted Model,13856,2023-02-23,0.0080433652,0.0685190422,0.0670608845,21,100
Market-Adjusted Model,13859,2023-02-23,-0.008558614,0.0511931543,0.0504589048,21,100
Market-Adjusted Model,13860,2023-02-23,-0.065359465,-0.005003912,-0.006341945,21,100
Market-Adjusted Model,13862,2023-02-23,-0.007086352,0.0553253597,0.0519311672,21,100
Market-Adjusted Model,13863,2023-02-23,-0.16793887,-0.117469108,-0.10892135,21,100
Market-Adjusted Model,13867,2023-02-23,0.0292208301,0.0944544507,0.0882383495,21,100
Market-Adjusted Model,13870,2023-02-23,-0.225274761,-0.185996271,-0.166257242,21,100
Market-Adjusted Model,13877,2023-02-23,-0.191315059,-0.149123689,-0.132297539,21,100
Market-Adjusted Model,13878,2023-02-23,-0.148936128,-0.074651992,-0.089918609,21,100
Market-Adjusted Model,13879,2023-02-23,-0.201946928,-0.139783282,-0.142929408,21,100
Market-Adjusted Model,13883,2023-02-23,-0.152737744,-0.087979763,-0.093720224,21,100
Market-Adjusted Model,13887,2023-02-23,-0.018096021,0.045213189,0.0409214984,21,100
Market-Adjusted Model,13888,2023-02-23,-0.066168571,-0.007354265,-0.007151052,21,100
Market-Adjusted Model,13894,2023-02-23,-0.0556176,0.0049200317,0.0033999195,21,100
Market-Adjusted Model,13897,2023-02-23,-0.075342005,-0.017535445,-0.016324486,21,100
Market-Adjusted Model,13898,2023-02-23,-0.084797728,-0.027714055,-0.025780208,21,100
Market-Adjusted Model,13901,2023-02-23,0.0038659869,0.0645726073,0.0628835062,21,100
Market-Adjusted Model,13904,2023-02-23,0.0556757986,0.1200084472,0.1146933179,21,100
Market-Adjusted Model,13905,2023-02-23,-0.04668054,0.0126826304,0.0123369793,21,100
Market-Adjusted Model,13907,2023-02-23,-0.076756759,-0.017710614,-0.01773924,21,100
Market-Adjusted Model,13908,2023-02-23,-0.099711707,-0.042057502,-0.040694187,21,100
Market-Adjusted Model,13911,2023-02-23,-0.139543772,-0.085619052,-0.080526253,21,100
Market-Adjusted Model,13912,2023-02-23,-0.044616363,0.0146582788,0.014401156,21,100
Market-Adjusted Model,13913,2023-02-23,-0.011266045,0.0485389864,0.047751474,21,100
Market-Adjusted Model,13917,2023-02-23,0.0439783884,0.1173109698,0.1029959077,21,100
Market-Adjusted Model,13918,2023-02-23,-0.281235129,-0.257453447,-0.22221761,21,100
Market-Adjusted Model,13919,2023-02-23,-0.034063286,0.02796674,0.0249542335,21,100
Market-Adjusted Model,13921,2023-02-23,-0.192944762,-0.147482477,-0.133927242,21,100
Market-Adjusted Model,13922,2023-02-23,-0.043865078,0.0156999729,0.0151524417,21,100
Market-Adjusted Model,13925,2023-02-23,-0.005337042,0.0544353809,0.0536804778,21,100
Market-Adjusted Model,13928,2023-02-23,-0.051147258,0.0114145206,0.0078702615,21,100
Market-Adjusted Model,13930,2023-02-23,-0.033333358,0.0294159096,0.0256841616,21,100
Market-Adjusted Model,13935,2023-02-23,-0.044234514,0.0174479877,0.0147830053,21,100
Market-Adjusted Model,13936,2023-02-23,-0.139206346,-0.081230079,-0.080188827,21,100
Market-Adjusted Model,13947,2023-02-23,-0.258594924,-0.227612768,-0.199577404,21,100
Market-Adjusted Model,13948,2023-02-23,-0.011779583,0.0479896546,0.0472379367,21,100
Market-Adjusted Model,13949,2023-02-23,-0.012615966,0.0492714891,0.0464015531,21,100
Market-Adjusted Model,13950,2023-02-23,0.0707506191,0.1286618789,0.1297681384,21,100
Market-Adjusted Model,13954,2023-02-23,-0.203305778,-0.1327691,-0.144288259,21,100
Market-Adjusted Model,13956,2023-02-23,-0.054103365,0.0186106889,0.0049141544,21,100
Market-Adjusted Model,13959,2023-02-23,-0.170506929,-0.118986834,-0.11148941,21,100
Market-Adjusted Model,13962,2023-02-23,-0.243021332,-0.203369047,-0.184003813,21,100
Market-Adjusted Model,13963,2023-02-23,-0.220946864,-0.182238246,-0.161929345,21,100
Market-Adjusted Model,13964,2023-02-23,-0.222800342,-0.184420919,-0.163782823,21,100
Market-Adjusted Model,13965,2023-02-23,-0.210836264,-0.075456859,-0.151818745,21,100
Market-Adjusted Model,13967,2023-02-23,-0.006273004,0.0603450447,0.0527445149,21,100
Market-Adjusted Model,13969,2023-02-23,-0.13952333,-0.087800688,-0.080505811,21,100
Market-Adjusted Model,13971,2023-02-23,-0.028769854,0.0310381327,0.0302476649,21,100
Market-Adjusted Model,13972,2023-02-23,0.0009804987,0.0614057158,0.059998018,21,100
Market-Adjusted Model,13973,2023-02-23,-0.061577481,-0.002471531,-0.002559961,21,100
Market-Adjusted Model,13976,2023-02-23,-0.099808053,-0.031636852,-0.040790534,21,100
Market-Adjusted Model,13978,2023-02-23,-0.126808018,-0.069730542,-0.067790498,21,100
Market-Adjusted Model,13983,2023-02-23,0.0647343041,0.1268094882,0.1237518234,21,100
Market-Adjusted Model,13985,2023-02-23,-0.023726858,0.0358725927,0.0352906616,21,100
Market-Adjusted Model,13987,2023-02-23,-0.149999952,-0.084785982,-0.090982433,21,100
Market-Adjusted Model,13999,2023-02-23,-0.008264454,0.057936394,0.0507530651,21,100
Market-Adjusted Model,14000,2023-02-23,-0.064167392,-0.004080665,-0.005149872,21,100
Market-Adjusted Model,14002,2023-02-23,-0.008558665,0.0512309927,0.0504588547,21,100
Market-Adjusted Model,14003,2023-02-23,-0.110219793,-0.055166932,-0.051202274,21,100
Market-Adjusted Model,14008,2023-02-23,-0.066453619,-0.007175224,-0.0074361,21,100
Market-Adjusted Model,14009,2023-02-23,0.0368197199,0.097540385,0.0958372392,21,100
Market-Adjusted Model,14019,2023-02-23,0.0057305514,0.0815559711,0.0647480708,21,100
Market-Adjusted Model,14020,2023-02-23,-0.055129445,0.0041803596,0.0038880744,21,100
Market-Adjusted Model,14023,2023-02-23,0.0051868945,0.0649387333,0.0642044138,21,100
Market-Adjusted Model,14027,2023-02-23,-0.055805062,0.0032966176,0.0032124576,21,100
Market-Adjusted Model,14028,2023-02-23,-0.022100598,0.039358008,0.0369169217,21,100
Market-Adjusted Model,14030,2023-02-23,-0.072422773,-0.013135511,-0.013405254,21,100
Market-Adjusted Model,14033,2023-02-23,0.074712662,0.2623762278,0.1337301813,21,100
Market-Adjusted Model,14036,2023-02-23,-0.052090062,0.0081674392,0.0069274577,21,100
Market-Adjusted Model,14037,2023-02-23,-0.081543751,-0.023677104,-0.022526232,21,100
Market-Adjusted Model,14038,2023-02-23,-0.072941803,-0.014499759,-0.013924284,21,100
Market-Adjusted Model,14039,2023-02-23,-0.062557031,-0.003257158,-0.003539512,21,100
Market-Adjusted Model,14044,2023-02-23,-0.269317809,-0.247671719,-0.210300289,21,100
Market-Adjusted Model,14045,2023-02-23,-0.272727236,-0.210661969,-0.213709717,21,100
Market-Adjusted Model,14046,2023-02-23,-0.173684232,-0.106474849,-0.114666713,21,100
Market-Adjusted Model,14047,2023-02-23,-0.067467189,-0.008478843,-0.00844967,21,100
Market-Adjusted Model,14051,2023-02-23,-0.210526326,-0.169624643,-0.151508807,21,100
Market-Adjusted Model,14054,2023-02-23,-0.241295832,-0.20901901,-0.182278313,21,100
Market-Adjusted Model,14056,2023-02-23,-0.410447756,-0.420929731,-0.351430237,21,100
Market-Adjusted Model,14060,2023-02-23,-0.408290497,-0.449675075,-0.349272978,21,100
Market-Adjusted Model,14061,2023-02-23,-0.111981448,-0.056313521,-0.052963929,21,100
Market-Adjusted Model,14068,2023-02-23,0.0129319622,0.0728291349,0.0719494815,21,100
Market-Adjusted Model,14069,2023-02-23,-0.036014402,0.0244514085,0.0230031169,21,100
Market-Adjusted Model,14071,2023-02-23,-0.102550723,-0.045863415,-0.043533204,21,100
Market-Adjusted Model,14072,2023-02-23,-0.374331575,-0.371134881,-0.315314056,21,100
Market-Adjusted Model,14075,2023-02-23,-0.048513579,0.0163912043,0.0105039399,21,100
Market-Adjusted Model,14076,2023-02-23,0.0199112729,0.0833933522,0.0789287922,21,100
Market-Adjusted Model,14078,2023-02-23,-0.025983964,0.0343011723,0.0330335555,21,100
Market-Adjusted Model,14079,2023-02-23,-0.023638455,0.0365530697,0.0353790648,21,100
Market-Adjusted Model,14080,2023-02-23,-0.016513192,0.0438386517,0.0425043269,21,100
Market-Adjusted Model,14081,2023-02-23,-0.06365695,-0.004597144,-0.004639431,21,100
Market-Adjusted Model,14084,2023-02-23,-0.060087312,-0.001301197,-0.001069793,21,100
Market-Adjusted Model,14085,2023-02-23,-0.060236702,-0.001483912,-0.001219183,21,100
Market-Adjusted Model,14088,2023-02-23,-0.038461536,0.0255671458,0.0205559833,21,100
Market-Adjusted Model,14089,2023-02-23,0.0348668867,0.109259963,0.093884406,21,100
Market-Adjusted Model,14092,2023-02-23,0.1129015893,0.1789999978,0.1719191086,21,100
Market-Adjusted Model,14093,2023-02-23,0.0526316351,0.1192241427,0.1116491544,21,100
Market-Adjusted Model,14094,2023-02-23,-0.183908075,-0.135828721,-0.124890556,21,100
Market-Adjusted Model,14096,2023-02-23,-0.033097592,0.0275116056,0.0259199275,21,100
Market-Adjusted Model,14097,2023-02-23,-0.03195859,0.0336517798,0.0270589298,21,100
Market-Adjusted Model,14098,2023-02-23,-0.151524308,-0.096592013,-0.092506789,21,100
Market-Adjusted Model,14102,2023-02-23,0.0298003447,0.0999281461,0.088817864,21,100
Market-Adjusted Model,14107,2023-02-23,-0.451610171,-0.491562011,-0.392592652,21,100
Market-Adjusted Model,14108,2023-02-23,-0.032878453,0.0268440654,0.0261390668,21,100
Market-Adjusted Model,14127,2023-02-23,0.5521052486,0.5401865524,0.6111227679,21,100
Market-Adjusted Model,14128,2023-02-23,-0.053235933,0.0067400578,0.0057815862,21,100
Market-Adjusted Model,14132,2023-02-23,0.0893169451,0.1497469388,0.1483344644,21,100
Market-Adjusted Model,14133,2023-02-23,-0.058823557,0.0195351733,0.0001939626,21,100
Market-Adjusted Model,14134,2023-02-23,0.0055631229,0.0653117745,0.0645806422,21,100
Market-Adjusted Model,14135,2023-02-23,-0.104951456,-0.046821448,-0.045933937,21,100
Market-Adjusted Model,14136,2023-02-23,-0.252208455,-0.185185048,-0.193190936,21,100
Market-Adjusted Model,14137,2023-02-23,-0.14224135,-0.080171956,-0.083223831,21,100
Market-Adjusted Model,14141,2023-02-23,-0.005499211,0.0552039993,0.0535183081,21,100
Market-Adjusted Model,14144,2023-02-23,0.0037266746,0.0658357104,0.062744194,21,100
Market-Adjusted Model,14145,2023-02-23,0.0725191094,0.1538963513,0.1315366287,21,100
Market-Adjusted Model,14151,2023-02-23,0.0668132068,0.1251804215,0.1258307262,21,100
Market-Adjusted Model,14158,2023-02-23,-0.275609725,-0.223900101,-0.216592206,21,100
Market-Adjusted Model,14166,2023-02-23,-0.249310313,-0.214096478,-0.190292793,21,100
Market-Adjusted Model,14167,2023-02-23,0.0004391819,0.0974890874,0.0594567012,21,100
Market-Adjusted Model,14169,2023-02-23,-0.054726952,0.004482378,0.0042905677,21,100
Market-Adjusted Model,14172,2023-02-23,-0.006968638,0.0553663581,0.0520488814,21,100
Market-Adjusted Model,14175,2023-02-23,-0.053763367,0.0052963677,0.0052541519,21,100
Market-Adjusted Model,14177,2023-02-23,-0.06321288,-0.002420545,-0.004195361,21,100
Market-Adjusted Model,14178,2023-02-23,-0.007575085,0.0523050821,0.0514424339,21,100
Market-Adjusted Model,14179,2023-02-23,-0.108863585,-0.041695274,-0.049846066,21,100
Market-Adjusted Model,14181,2023-02-23,-0.056410242,0.0035576991,0.0026072771,21,100
Market-Adjusted Model,14182,2023-02-23,-0.090206378,-0.031680405,-0.031188859,21,100
Market-Adjusted Model,14183,2023-02-23,-0.201692558,-0.15504768,-0.142675039,21,100
Market-Adjusted Model,14185,2023-02-23,-0.076201608,0.0036669813,-0.017184088,21,100
Market-Adjusted Model,14186,2023-02-23,-0.070509987,-0.012569087,-0.011492468,21,100
Market-Adjusted Model,14187,2023-02-23,-0.00901398,0.0511730528,0.050003539,21,100
Market-Adjusted Model,14191,2023-02-23,0.3057503915,0.3397273202,0.3647679108,21,100
Market-Adjusted Model,14192,2023-02-23,-0.251038422,-0.215483609,-0.192020903,21,100
Market-Adjusted Model,14193,2023-02-23,-0.021052608,0.0533721264,0.0379649118,21,100
Market-Adjusted Model,14194,2023-02-23,0.0312703294,0.1111201631,0.0902878487,21,100
Market-Adjusted Model,14195,2023-02-23,-0.02451615,0.0672019321,0.0345013697,21,100
Market-Adjusted Model,14196,2023-02-23,-0.018541423,0.0444545677,0.0404760965,21,100
Market-Adjusted Model,14199,2023-02-23,-0.075723538,-0.016959662,-0.016706019,21,100
Market-Adjusted Model,14200,2023-02-23,-0.02432976,0.0356856054,0.0346877592,21,100
Market-Adjusted Model,14201,2023-02-23,-0.050290901,0.0107978846,0.008726618,21,100
Market-Adjusted Model,14202,2023-02-23,-0.09794206,-0.041463379,-0.038924541,21,100
Market-Adjusted Model,14203,2023-02-23,-0.060467348,-0.001836183,-0.001449829,21,100
Market-Adjusted Model,14204,2023-02-23,-0.023427421,0.0369762602,0.035590098,21,100
Market-Adjusted Model,14205,2023-02-23,-0.039714457,0.0209303709,0.0193030619,21,100
Market-Adjusted Model,14206,2023-02-23,-0.046454211,0.0137471647,0.0125633086,21,100
Market-Adjusted Model,14207,2023-02-23,-0.101090694,-0.044672292,-0.042073175,21,100
Market-Adjusted Model,14208,2023-02-23,-0.044650358,0.015508141,0.0143671613,21,100
Market-Adjusted Model,14210,2023-02-23,-0.042199717,0.0172629478,0.0168178027,21,100
Market-Adjusted Model,14211,2023-02-23,-0.007607077,0.0521508001,0.0514104426,21,100
Market-Adjusted Model,14212,2023-02-23,-0.017472071,0.0423656422,0.0415454479,21,100
Market-Adjusted Model,14213,2023-02-23,-0.094799572,-0.03567795,-0.035782053,21,100
Market-Adjusted Model,14215,2023-02-23,0.0280090758,0.0888389773,0.0870265951,21,100
Market-Adjusted Model,14217,2023-02-23,-0.046344878,0.0131571093,0.0126726412,21,100
Market-Adjusted Model,14221,2023-02-23,-0.233321607,-0.192113882,-0.174304087,21,100
Market-Adjusted Model,14222,2023-02-23,-0.091950204,-0.030716984,-0.032932684,21,100
Market-Adjusted Model,14224,2023-02-23,-0.081479718,-0.024096537,-0.022462198,21,100
Market-Adjusted Model,14225,2023-02-23,0.0027672752,0.0625249916,0.0617847945,21,100
Market-Adjusted Model,14229,2023-02-23,-0.131301469,-0.078570001,-0.072283949,21,100
Market-Adjusted Model,14231,2023-02-23,-0.051841871,0.0103825146,0.0071756479,21,100
Market-Adjusted Model,14232,2023-02-23,-0.192622461,-0.115420155,-0.133604942,21,100
Market-Adjusted Model,14235,2023-02-23,-0.046426032,0.014377599,0.0125914877,21,100
Market-Adjusted Model,14239,2023-02-23,-0.164874565,-0.091410326,-0.105857046,21,100
Market-Adjusted Model,14240,2023-02-23,-0.090760061,-0.029635945,-0.031742541,21,100
Market-Adjusted Model,14241,2023-02-23,0.0061676819,0.0666512017,0.0651852012,21,100
Market-Adjusted Model,14245,2023-02-23,-0.217836292,-0.170544587,-0.158818772,21,100
Market-Adjusted Model,14248,2023-02-23,-0.028785926,0.0312422119,0.0302315937,21,100
Market-Adjusted Model,14252,2023-02-23,-0.018818699,0.0417993563,0.0401988206,21,100
Market-Adjusted Model,14257,2023-02-23,0.0805604317,0.2180486996,0.139577951,21,100
Market-Adjusted Model,14258,2023-02-23,0.1482939777,0.2052733917,0.207311497,21,100
Market-Adjusted Model,14259,2023-02-23,-0.030001862,0.030571246,0.0290156578,21,100
Market-Adjusted Model,14262,2023-02-23,-0.746666657,-0.493522141,-0.707722881,10,100
Market-Adjusted Model,14263,2023-02-23,-0.118566481,-0.051254788,-0.059548962,21,100
Market-Adjusted Model,14264,2023-02-23,-0.023083571,0.0371191376,0.035933948,21,100
Market-Adjusted Model,14265,2023-02-23,-0.033513404,0.0268135617,0.0255041156,21,100
Market-Adjusted Model,14268,2023-02-23,-0.158759095,-0.105148369,-0.099741576,21,100
Market-Adjusted Model,14272,2023-02-23,-0.360201526,-0.37019712,-0.301184006,21,100
Market-Adjusted Model,14273,2023-02-23,-0.073436643,-0.011712,-0.014419124,21,100
Market-Adjusted Model,14274,2023-02-23,-0.241509463,-0.188116765,-0.182491944,21,100
Market-Adjusted Model,14275,2023-02-23,-0.056050142,0.0047293947,0.0029673772,21,100
Market-Adjusted Model,14276,2023-02-23,-0.071052627,-0.002623683,-0.012035108,21,100
Market-Adjusted Model,14277,2023-02-23,-0.031545753,0.032266982,0.0274717667,21,100
Market-Adjusted Model,14280,2023-02-23,-0.377464772,-0.363375338,-0.318447253,21,100
Market-Adjusted Model,14281,2023-02-23,-0.06915913,-0.010900541,-0.01014161,21,100
Market-Adjusted Model,14282,2023-02-23,0.0000247804,0.0597996026,0.0590422997,21,100
Market-Adjusted Model,14283,2023-02-23,-0.006704952,0.0539664646,0.052312567,21,100
Market-Adjusted Model,14284,2023-02-23,-0.029398589,0.0303886952,0.0296189305,21,100
Market-Adjusted Model,14296,2023-02-23,-0.040540563,0.0219628531,0.0184769566,21,100
Market-Adjusted Model,14297,2023-02-23,-0.072842191,-0.014034284,-0.013824672,21,100
Market-Adjusted Model,14300,2023-02-23,-0.172045603,-0.120009156,-0.113028084,21,100
Market-Adjusted Model,14301,2023-02-23,-0.002272709,0.0593982018,0.0567448103,21,100
Market-Adjusted Model,14302,2023-02-23,0.0053347355,0.067813038,0.0643522548,21,100
Market-Adjusted Model,14308,2023-02-23,-0.023255792,0.0416614457,0.0357617275,21,100
Market-Adjusted Model,14310,2023-02-23,-0.093569906,-0.03637185,-0.034552387,21,100
Market-Adjusted Model,14313,2023-02-23,-0.081280998,-0.020274166,-0.022263479,21,100
Market-Adjusted Model,14316,2023-02-23,-0.161931802,-0.09973256,-0.102914283,21,100
Market-Adjusted Model,14317,2023-02-23,-0.149821881,-0.094229743,-0.090804362,21,100
Market-Adjusted Model,14318,2023-02-23,-0.019354873,0.0434576258,0.0396626467,21,100
Market-Adjusted Model,14325,2023-02-23,-0.105537934,-0.038376893,-0.046520414,21,100
Market-Adjusted Model,14326,2023-02-23,-0.012875606,0.0625610965,0.0461419132,21,100
Market-Adjusted Model,14328,2023-02-23,-0.085760481,0.0400162675,-0.026742962,21,100
Market-Adjusted Model,14329,2023-02-23,-0.120681642,-0.063969521,-0.061664123,21,100
Market-Adjusted Model,14332,2023-02-23,-0.172087858,-0.118263131,-0.113070339,21,100
Market-Adjusted Model,14333,2023-02-23,0.0001826171,0.0605985071,0.0592001364,21,100
Market-Adjusted Model,14336,2023-02-23,-0.211459717,-0.165862882,-0.152442198,21,100
Market-Adjusted Model,14338,2023-02-23,-0.038010456,0.0233340666,0.0210070631,21,100
Market-Adjusted Model,14339,2023-02-23,-0.117839601,-0.059114379,-0.058822081,21,100
Market-Adjusted Model,14343,2023-02-23,0.0242401324,0.0838770607,0.0832576517,21,100
Market-Adjusted Model,14344,2023-02-23,0.0080226384,0.0734659015,0.0670401577,21,100
Market-Adjusted Model,14346,2023-02-23,0.0019204658,0.06174191,0.0609379851,21,100
Market-Adjusted Model,14348,2023-02-23,-0.018320264,0.0415784359,0.0406972551,21,100
Market-Adjusted Model,14353,2023-02-23,0.1263458922,0.1847828428,0.1853634115,21,100
Market-Adjusted Model,14355,2023-02-23,0.1246312909,0.1957494648,0.1836488102,21,100
Market-Adjusted Model,14358,2023-02-23,-0.412832255,-0.451900412,-0.353814735,21,100
Market-Adjusted Model,14359,2023-02-23,-0.174972048,-0.128004637,-0.115954528,21,100
